Age,playerid,PA,K%,ISO,wOBA,LD%,GB%,FB%,Soft%,Med%,Hard%,batter,Pos,height,weight,game_year
27,11247,195,33.8%,0.128,0.303,22.2%,37.4%,40.4%,15.2%,42.4%,42.4%,518466,RF,77,235,2017
26,8002,242,23.1%,0.147,0.303,19.9%,54.5%,25.6%,22.6%,48.0%,29.4%,501647,C,71,225,2015
32,4229,543,17.7%,0.111,0.303,19.4%,61.0%,19.6%,15.2%,51.0%,33.8%,435062,2B,71,220,2016
24,7304,606,14.0%,0.144,0.303,21.4%,39.1%,39.5%,22.8%,46.0%,31.3%,521692,C,76,240,2014
29,8628,251,21.1%,0.195,0.303,22.3%,43.5%,34.2%,19.9%,48.7%,31.4%,449181,RF,74,215,2015
25,18721,107,14.0%,0.065,0.303,20.3%,48.6%,31.1%,30.8%,52.6%,16.7%,628338,CF,70,195,2016
35,1176,523,8.4%,0.062,0.303,25.7%,42.4%,31.9%,23.7%,63.6%,12.7%,135784,3B,69,190,2011
24,14131,170,24.7%,0.231,0.303,17.9%,30.2%,51.9%,16.8%,46.7%,36.5%,595885,1B,76,220,2017
24,15730,108,25.9%,0.117,0.303,12.9%,51.6%,35.5%,22.1%,51.5%,26.5%,642180,2B,73,185,2019
26,5209,281,22.1%,0.14,0.303,23.2%,37.6%,39.2%,19.1%,44.3%,36.6%,460086,LF,73,225,2010
29,12384,30,23.3%,0.24,0.303,16.7%,61.1%,22.2%,5.6%,38.9%,55.6%,607333,C,71,205,2019
34,2579,341,11.4%,0.1,0.303,19.6%,46.9%,33.6%,13.7%,54.5%,31.8%,434563,C,70,215,2013
27,15214,420,32.4%,0.187,0.303,23.6%,36.3%,40.2%,16.6%,42.1%,41.3%,641525,1B,74,215,2019
25,14274,123,22.0%,0.174,0.303,18.1%,38.6%,43.4%,16.9%,45.8%,37.4%,571745,RF,74,215,2016
27,13910,204,29.9%,0.191,0.303,17.8%,44.1%,38.1%,24.6%,42.4%,33.1%,623182,RF,74,223,2017
26,12977,55,34.5%,0.109,0.303,22.2%,37.0%,40.7%,7.4%,44.4%,48.2%,605421,C,70,195,2019
35,1556,206,15.5%,0.072,0.303,17.5%,61.4%,21.1%,20.5%,56.0%,23.5%,408242,C,71,190,2013
27,6740,502,11.8%,0.104,0.303,23.7%,45.8%,30.5%,22.5%,58.9%,18.6%,543213,2B,68,185,2015
30,5986,309,14.2%,0.154,0.303,15.7%,41.7%,42.6%,25.6%,51.6%,22.8%,449107,SS,70,205,2011
30,5587,190,19.5%,0.141,0.303,21.1%,39.1%,39.8%,16.9%,58.8%,24.3%,449786,C,74,240,2014
25,5519,407,17.2%,0.089,0.303,27.3%,40.1%,32.5%,17.4%,56.1%,26.5%,514913,SS,71,200,2015
28,3978,244,20.9%,0.179,0.303,15.9%,40.0%,44.1%,23.5%,48.6%,27.9%,502317,LF,73,220,2013
23,10847,658,8.4%,0.149,0.303,18.5%,42.4%,39.1%,21.4%,51.8%,26.8%,592743,SS,74,195,2013
36,8267,164,32.9%,0.194,0.303,27.5%,39.6%,33.0%,14.3%,38.5%,47.3%,455104,C,72,230,2019
26,3892,441,19.5%,0.153,0.303,20.1%,35.5%,44.4%,16.0%,56.7%,27.4%,502210,RF,74,195,2013
26,1907,185,13.0%,0.072,0.303,22.0%,44.0%,34.0%,19.1%,54.4%,26.5%,433217,2B,70,192,2010
32,8259,373,12.9%,0.145,0.303,21.3%,40.2%,38.5%,17.6%,53.0%,29.5%,435559,C,71,210,2016
34,8252,539,18.9%,0.126,0.303,13.4%,57.2%,29.4%,18.5%,52.2%,29.4%,452254,RF,76,230,2017
22,7571,223,22.0%,0.16,0.303,19.5%,38.4%,42.1%,20.6%,53.3%,26.1%,502082,3B,74,190,2011
30,3882,366,19.1%,0.163,0.303,19.5%,28.9%,51.6%,20.5%,51.4%,28.2%,455759,CF,74,200,2014
35,25,183,19.7%,0.132,0.303,22.3%,43.1%,34.6%,18.8%,48.9%,32.3%,150040,C,72,250,2010
26,7316,186,24.2%,0.098,0.303,28.9%,45.6%,25.4%,18.9%,62.3%,18.9%,518991,RF,71,190,2012
24,4962,425,14.1%,0.071,0.303,16.8%,51.7%,31.4%,11.6%,63.0%,25.4%,452678,SS,72,205,2010
38,393,435,14.5%,0.117,0.303,23.6%,42.1%,34.2%,12.4%,47.7%,39.9%,400121,C,74,235,2017
24,19318,164,31.7%,0.211,0.303,22.3%,37.2%,40.4%,16.8%,40.0%,43.2%,642136,3B,72,215,2019
38,7435,176,13.6%,0.053,0.303,18.9%,55.1%,26.0%,21.9%,53.1%,25.0%,450314,2B,75,210,2019
30,2430,306,15.7%,0.104,0.303,22.4%,47.4%,30.2%,19.6%,52.8%,27.7%,446381,2B,70,180,2016
26,9883,265,27.5%,0.1,0.303,21.4%,48.3%,30.3%,21.5%,54.0%,24.5%,457788,CF,73,205,2013
23,4922,447,11.9%,0.081,0.303,23.8%,51.6%,24.6%,17.9%,58.5%,23.6%,542255,CF,71,190,2014
33,3442,537,31.8%,0.183,0.303,13.2%,39.6%,47.1%,15.4%,53.2%,31.4%,462564,2B,71,210,2013
25,6012,578,14.7%,0.105,0.303,21.2%,44.7%,34.1%,21.6%,55.9%,22.5%,544369,SS,75,205,2015
26,7802,157,10.2%,0.085,0.303,24.0%,55.2%,20.8%,20.8%,56.2%,23.1%,500743,SS,71,195,2015
30,4450,189,25.9%,0.118,0.303,19.2%,39.2%,41.7%,16.7%,61.1%,22.2%,476270,2B,71,185,2014
22,15491,87,25.3%,0.086,0.303,26.5%,30.6%,42.9%,24.5%,61.2%,14.3%,641487,SS,74,180,2017
25,9009,452,17.5%,0.145,0.303,20.4%,37.4%,42.2%,15.5%,52.5%,31.9%,543216,3B,73,195,2013
27,7927,410,12.4%,0.098,0.303,24.8%,35.4%,39.8%,18.7%,63.3%,18.0%,519299,2B,70,185,2013
28,4249,171,9.9%,0.069,0.303,25.2%,45.0%,29.8%,15.3%,60.3%,24.4%,453203,CF,69,170,2013
28,3390,479,23.2%,0.15,0.303,19.9%,51.8%,28.3%,19.0%,55.1%,25.9%,460055,CF,78,235,2012
24,6184,439,21.9%,0.134,0.303,16.6%,51.8%,31.6%,19.9%,53.8%,26.3%,502110,RF,75,220,2012
27,13768,387,18.9%,0.086,0.303,21.8%,58.2%,19.9%,21.4%,52.9%,25.7%,608671,CF,75,185,2018
32,5209,506,29.2%,0.16,0.303,24.2%,37.9%,37.9%,16.1%,47.0%,36.9%,460086,LF,73,225,2016
36,1617,485,22.9%,0.153,0.303,21.8%,43.7%,34.5%,15.6%,49.3%,35.1%,407489,1B,74,235,2013
36,7007,452,12.8%,0.129,0.303,27.0%,39.3%,33.6%,15.0%,43.2%,41.8%,425877,C,71,205,2019
28,4022,372,12.6%,0.081,0.303,22.1%,46.5%,31.4%,11.6%,55.3%,33.1%,466320,LF,70,210,2013
32,2154,292,33.9%,0.204,0.303,25.6%,43.3%,31.1%,7.3%,56.7%,36.0%,429667,1B,76,250,2012
30,2041,530,21.7%,0.139,0.303,18.2%,40.9%,40.9%,21.5%,50.0%,28.5%,407833,C,75,245,2011
31,3797,569,18.3%,0.104,0.303,19.2%,43.2%,37.6%,18.8%,51.4%,29.9%,429666,SS,73,200,2014
27,10953,240,19.2%,0.091,0.302,21.4%,52.0%,26.6%,17.5%,55.9%,26.6%,594838,2B,73,200,2016
26,49,308,27.6%,0.136,0.302,22.3%,45.7%,32.0%,19.3%,48.2%,32.5%,452035,LF,78,265,2013
24,9893,526,22.1%,0.166,0.302,16.5%,35.8%,47.7%,26.9%,40.6%,32.5%,458675,CF,74,195,2011
27,4900,511,16.2%,0.081,0.302,21.3%,45.9%,32.9%,25.3%,56.5%,18.2%,435180,2B,71,185,2011
25,4866,65,24.6%,0.193,0.302,5.1%,66.7%,28.2%,16.3%,62.8%,20.9%,502481,CF,70,165,2010
27,3312,590,8.8%,0.125,0.302,14.6%,50.8%,34.6%,23.9%,57.1%,19.1%,445988,3B,72,215,2011
28,12434,632,15.0%,0.148,0.302,20.4%,43.1%,36.4%,22.5%,50.2%,27.3%,607680,CF,72,210,2017
34,4400,231,24.2%,0.104,0.302,24.5%,51.0%,24.5%,17.6%,49.7%,32.7%,456121,RF,72,195,2015
25,6978,205,34.1%,0.198,0.302,23.8%,43.4%,32.8%,17.1%,50.4%,32.5%,464433,3B,74,245,2012
27,4298,579,18.0%,0.182,0.302,17.6%,38.5%,43.9%,16.0%,52.8%,31.3%,446308,C,77,235,2013
28,10807,139,29.5%,0.151,0.302,24.7%,32.9%,42.4%,9.1%,50.0%,40.9%,573135,3B,72,200,2018
35,3057,485,33.6%,0.235,0.302,14.7%,33.2%,52.1%,21.9%,42.6%,35.5%,435063,1B,73,225,2017
30,8979,71,46.5%,0.227,0.302,30.3%,30.3%,39.4%,17.7%,32.4%,50.0%,543038,SS,74,205,2017
33,9077,623,17.0%,0.112,0.302,25.7%,50.2%,24.1%,16.3%,47.2%,36.5%,456715,CF,74,205,2019
28,8585,588,10.9%,0.146,0.302,17.8%,39.8%,42.4%,21.0%,53.0%,26.0%,435358,SS,70,205,2010
30,4866,225,16.4%,0.13,0.302,23.4%,53.9%,22.7%,31.8%,48.8%,19.4%,502481,CF,70,165,2015
27,8259,515,12.4%,0.148,0.302,20.1%,35.8%,44.1%,24.9%,54.7%,20.4%,435559,C,71,210,2011
29,2225,252,9.5%,0.063,0.302,20.4%,56.4%,23.2%,31.2%,52.8%,16.1%,430652,CF,69,195,2011
30,5666,274,19.0%,0.176,0.302,17.6%,35.8%,46.6%,21.8%,46.1%,32.1%,519023,C,73,229,2018
32,2197,296,20.3%,0.128,0.302,22.9%,43.0%,34.1%,15.0%,56.5%,28.5%,429713,CF,74,205,2015
28,3123,453,23.0%,0.099,0.302,23.6%,44.3%,32.1%,17.2%,60.1%,22.6%,453923,CF,70,187,2012
33,746,503,7.8%,0.118,0.302,15.6%,48.5%,35.9%,18.1%,56.9%,25.1%,150229,C,75,250,2010
32,443,734,6.4%,0.041,0.302,18.6%,58.8%,22.6%,23.2%,57.0%,19.8%,334393,LF,70,180,2010
36,1573,299,26.4%,0.176,0.302,18.7%,37.4%,44.0%,15.9%,52.5%,31.7%,400098,NA,75,240,2013
25,12158,37,16.2%,0.069,0.302,21.7%,47.8%,30.4%,12.5%,66.7%,20.8%,605131,C,70,187,2015
27,8418,186,13.4%,0.117,0.302,20.0%,40.7%,39.3%,27.1%,47.2%,25.7%,501303,SS,73,195,2017
28,8623,23,13.0%,0.227,0.302,5.3%,52.6%,42.1%,15.8%,63.2%,21.1%,456781,2B,70,205,2016
24,10324,494,22.3%,0.124,0.302,21.1%,48.1%,30.8%,17.7%,47.9%,34.5%,542303,LF,73,225,2015
33,1677,133,15.8%,0.114,0.302,24.5%,43.1%,32.4%,22.9%,56.2%,21.0%,425664,CF,69,190,2014
29,1201,539,19.3%,0.15,0.302,18.1%,47.8%,34.2%,26.0%,48.5%,25.5%,408307,LF,74,230,2011
25,15124,14,35.7%,0.091,0.302,16.7%,33.3%,50.0%,33.3%,50.0%,16.7%,641796,LF,73,200,2018
32,4556,366,10.1%,0.131,0.302,23.8%,41.7%,34.5%,22.4%,48.1%,29.6%,425766,1B,75,235,2016
29,12434,542,18.1%,0.174,0.302,26.6%,35.6%,37.8%,21.4%,44.5%,34.1%,607680,CF,72,210,2018
34,1491,360,22.5%,0.14,0.302,18.3%,45.8%,35.8%,15.0%,58.8%,26.3%,421064,3B,72,215,2012
35,3708,495,21.4%,0.139,0.302,19.0%,45.0%,36.0%,19.1%,54.4%,26.5%,434658,CF,70,195,2016
28,14441,36,8.3%,0.118,0.302,19.4%,51.6%,29.0%,25.8%,45.2%,29.0%,625329,LF,77,200,2015
25,2900,95,27.4%,0.094,0.302,17.2%,44.8%,37.9%,17.2%,53.1%,29.7%,547379,C,71,220,2014
25,5760,453,25.4%,0.14,0.302,21.7%,55.0%,23.3%,18.3%,47.3%,34.3%,541645,RF,76,250,2016
26,10847,483,7.9%,0.085,0.302,19.5%,54.9%,25.6%,21.0%,55.7%,23.4%,592743,SS,74,195,2016
36,7435,496,14.3%,0.143,0.302,15.6%,51.1%,33.3%,14.9%,52.9%,32.3%,450314,2B,75,210,2017
25,12282,581,30.6%,0.234,0.302,17.4%,34.7%,47.9%,17.9%,36.4%,45.7%,596059,2B,71,195,2019
34,1042,359,10.0%,0.138,0.302,15.6%,43.9%,40.5%,14.8%,52.9%,32.3%,117276,CF,72,220,2010
25,6178,66,21.2%,0.167,0.302,19.1%,44.7%,36.2%,19.2%,36.2%,44.7%,506997,C,71,220,2013
32,785,472,23.7%,0.176,0.302,18.8%,35.5%,45.7%,17.4%,41.8%,40.8%,453943,3B,75,220,2018
27,13807,277,23.5%,0.16,0.302,14.4%,47.7%,37.9%,19.4%,45.1%,35.4%,608700,C,74,220,2018
30,7619,433,28.2%,0.198,0.302,13.8%,38.1%,48.1%,19.9%,47.9%,32.2%,448602,1B,74,220,2014
33,1307,454,18.5%,0.106,0.302,15.2%,58.2%,26.6%,30.7%,50.8%,18.5%,407861,2B,72,190,2011
27,10472,460,21.1%,0.174,0.301,20.6%,36.1%,43.3%,16.2%,43.3%,40.5%,571771,CF,71,192,2019
25,12976,326,27.6%,0.198,0.301,18.3%,38.0%,43.7%,25.2%,37.9%,36.9%,595978,C,73,206,2018
28,6266,197,14.2%,0.062,0.301,16.3%,54.4%,29.3%,23.0%,61.8%,15.1%,543706,LF,71,200,2014
34,9362,20,35.0%,0.222,0.301,20.0%,40.0%,40.0%,16.7%,25.0%,58.3%,446192,C,75,220,2018
26,10815,518,14.5%,0.192,0.301,21.7%,41.3%,37.0%,22.0%,40.3%,37.7%,595777,2B,72,190,2019
32,9776,511,17.2%,0.166,0.301,18.9%,39.9%,41.2%,14.4%,48.8%,36.8%,543401,2B,71,200,2019
33,3704,356,15.2%,0.069,0.301,27.2%,54.3%,18.5%,16.8%,61.6%,21.6%,435401,2B,70,185,2013
30,2073,212,21.7%,0.114,0.301,23.7%,48.1%,28.2%,24.4%,48.7%,26.9%,425557,2B,74,220,2011
33,5227,586,16.2%,0.08,0.301,24.2%,59.3%,16.5%,12.7%,51.8%,35.5%,445055,CF,71,195,2018
24,12956,119,26.1%,0.162,0.301,15.8%,50.0%,34.2%,20.8%,53.3%,26.0%,591994,RF,74,215,2017
36,1572,498,15.7%,0.166,0.301,21.9%,40.0%,38.1%,16.6%,58.8%,24.6%,424825,CF,70,185,2016
29,7087,355,20.3%,0.159,0.301,23.4%,33.5%,43.1%,18.3%,51.2%,30.6%,543376,C,75,180,2015
30,5343,570,19.8%,0.151,0.301,19.4%,46.2%,34.4%,19.3%,48.1%,32.6%,543063,SS,74,227,2017
23,12533,255,27.5%,0.139,0.301,20.8%,40.3%,39.0%,14.7%,60.7%,24.5%,543760,SS,72,195,2014
26,10816,458,23.4%,0.15,0.301,21.0%,42.3%,36.7%,14.7%,50.5%,34.8%,576397,2B,70,215,2015
29,2231,28,25.0%,0.167,0.301,11.8%,29.4%,58.8%,38.9%,27.8%,33.3%,408312,1B,75,210,2010
27,4191,567,10.1%,0.062,0.301,18.0%,53.6%,28.4%,15.8%,54.1%,30.1%,488862,SS,74,215,2010
25,11494,117,23.9%,0.157,0.301,19.2%,46.6%,34.2%,22.4%,47.4%,30.3%,592230,2B,75,225,2017
34,4022,397,10.3%,0.119,0.301,23.2%,47.3%,29.5%,24.0%,45.0%,31.1%,466320,LF,70,210,2019
31,2829,337,18.4%,0.144,0.301,25.8%,40.3%,33.9%,23.3%,43.0%,33.7%,444489,C,72,215,2018
28,9886,222,24.8%,0.129,0.301,23.8%,49.7%,26.5%,17.0%,58.5%,24.5%,474443,2B,71,200,2015
34,2234,333,19.5%,0.145,0.301,20.8%,47.5%,31.7%,21.2%,49.4%,29.5%,430637,2B,73,200,2016
23,4903,589,16.3%,0.162,0.301,18.7%,42.1%,39.2%,19.3%,53.1%,27.6%,518625,3B,74,220,2013
23,14968,66,19.7%,0.102,0.301,15.2%,65.2%,19.6%,23.9%,45.7%,30.4%,605170,C,73,215,2017
31,4243,114,15.8%,0.141,0.301,20.7%,46.3%,32.9%,13.3%,57.8%,28.9%,446653,C,73,205,2016
30,3361,290,20.0%,0.156,0.301,18.4%,37.9%,43.7%,21.7%,52.2%,26.1%,459991,1B,73,235,2014
23,16512,396,15.7%,0.096,0.301,25.3%,51.2%,23.5%,18.3%,52.3%,29.3%,643396,C,70,176,2018
21,19955,82,29.3%,0.16,0.301,27.5%,39.2%,33.3%,19.6%,27.5%,52.9%,666158,2B,74,190,2019
29,9048,310,22.6%,0.107,0.301,16.6%,57.8%,25.7%,22.0%,52.6%,25.4%,485567,LF,71,185,2016
33,4467,401,31.9%,0.221,0.301,22.5%,33.1%,44.5%,13.6%,49.2%,37.3%,461235,1B,73,210,2017
30,1738,585,17.9%,0.145,0.301,22.0%,41.4%,36.7%,13.8%,55.7%,30.5%,425509,SS,74,225,2012
28,10200,364,22.8%,0.149,0.301,22.3%,45.5%,32.2%,16.6%,49.8%,33.6%,571466,C,71,192,2019
29,8722,376,32.7%,0.167,0.301,20.2%,45.8%,34.0%,15.0%,49.8%,35.3%,488771,C,75,215,2016
34,4952,201,19.4%,0.08,0.301,24.3%,52.2%,23.5%,16.1%,58.4%,25.6%,452672,C,72,225,2015
25,3917,563,21.7%,0.174,0.301,17.3%,45.8%,36.9%,18.8%,48.0%,33.2%,493364,LF,71,240,2014
29,8254,346,14.2%,0.12,0.301,18.8%,48.0%,33.2%,24.6%,54.9%,20.5%,453539,LF,69,180,2011
24,11205,277,15.9%,0.108,0.301,18.6%,56.8%,24.6%,15.7%,59.5%,24.8%,594809,CF,69,176,2013
24,13608,282,22.0%,0.086,0.301,22.0%,50.3%,27.7%,25.9%,52.8%,21.3%,605480,CF,70,180,2017
28,8202,522,14.6%,0.105,0.301,19.5%,44.3%,36.3%,17.3%,55.1%,27.7%,543281,2B,68,185,2016
28,5000,148,18.9%,0.148,0.301,24.3%,29.9%,45.8%,13.5%,55.9%,30.6%,519390,C,72,225,2013
30,3704,529,12.1%,0.074,0.301,21.8%,58.6%,19.6%,13.6%,61.0%,25.4%,435401,2B,70,185,2010
28,4810,487,15.6%,0.169,0.3,19.0%,39.8%,41.2%,16.9%,50.6%,32.5%,435263,C,75,225,2012
30,6387,575,23.0%,0.097,0.3,19.6%,56.5%,23.8%,17.2%,61.1%,21.7%,456422,CF,71,190,2013
32,1736,519,11.9%,0.104,0.3,20.0%,44.1%,35.9%,25.1%,55.2%,19.7%,408314,SS,72,195,2015
27,13324,211,11.4%,0.144,0.3,22.6%,52.5%,24.9%,18.0%,47.8%,34.3%,545121,2B,72,170,2019
36,1392,97,18.6%,0.023,0.3,21.7%,58.0%,20.3%,21.7%,53.6%,24.6%,136660,3B,73,215,2011
29,7937,74,21.6%,0.079,0.3,24.4%,42.2%,33.3%,22.9%,58.3%,18.8%,502582,CF,73,200,2016
29,7937,74,21.6%,0.079,0.3,24.4%,42.2%,33.3%,22.9%,58.3%,18.8%,502582,LF,73,200,2016
23,9054,397,22.9%,0.152,0.3,23.1%,37.7%,39.2%,19.2%,39.6%,41.2%,475253,1B,76,220,2010
31,6387,487,23.4%,0.104,0.3,24.2%,50.3%,25.5%,17.9%,60.3%,21.8%,456422,CF,71,190,2014
31,9328,94,40.4%,0.113,0.3,14.3%,54.8%,31.0%,20.9%,48.8%,30.2%,453211,CF,76,205,2016
25,7304,553,14.8%,0.166,0.3,20.7%,41.9%,37.4%,19.8%,56.2%,24.0%,521692,C,76,240,2015
28,4727,323,13.3%,0.099,0.3,20.3%,46.7%,33.0%,17.2%,60.2%,22.6%,453056,CF,73,195,2012
29,12371,192,14.1%,0.065,0.3,23.9%,52.8%,23.2%,20.4%,48.6%,31.0%,600303,2B,71,180,2018
28,5997,241,11.2%,0.091,0.3,26.9%,37.4%,35.7%,19.2%,47.8%,33.0%,433582,LF,74,215,2010
36,1327,378,22.2%,0.163,0.3,21.7%,34.4%,43.9%,18.6%,47.0%,34.4%,150029,RF,77,235,2015
30,5223,450,20.9%,0.137,0.3,14.4%,57.7%,27.9%,20.1%,52.5%,27.4%,457727,CF,75,215,2017
27,12147,178,21.9%,0.168,0.3,20.3%,47.7%,32.0%,21.1%,46.9%,32.0%,605113,SS,74,195,2017
30,4418,566,14.0%,0.106,0.3,24.4%,31.4%,44.3%,14.6%,56.2%,29.2%,476704,SS,72,180,2014
33,791,499,14.8%,0.106,0.3,22.3%,44.2%,33.5%,21.5%,50.0%,28.5%,408252,2B,72,211,2014
30,9776,373,19.0%,0.182,0.3,19.6%,36.3%,44.1%,22.1%,47.8%,30.2%,543401,2B,71,200,2017
24,9345,72,19.4%,0.062,0.3,19.2%,61.5%,19.2%,16.7%,70.4%,13.0%,571788,2B,68,180,2012
26,8265,97,22.7%,0.129,0.3,12.7%,49.3%,38.0%,9.9%,69.0%,21.1%,444453,LF,74,220,2012
22,17838,37,18.9%,0.088,0.3,22.2%,55.6%,22.2%,11.1%,63.0%,25.9%,641432,LF,68,187,2017
25,10200,420,17.1%,0.122,0.3,24.9%,47.5%,27.5%,14.8%,57.1%,28.1%,571466,C,71,192,2016
25,7949,223,30.9%,0.207,0.3,19.1%,50.0%,30.9%,16.7%,55.1%,28.3%,542921,SS,73,205,2015
30,8709,648,14.8%,0.118,0.3,21.3%,51.0%,27.7%,14.0%,47.5%,38.5%,462101,SS,72,200,2019
25,11936,526,8.9%,0.14,0.3,17.5%,45.5%,37.0%,20.7%,53.7%,25.7%,605412,2B,73,200,2016
25,13151,128,27.3%,0.145,0.3,25.6%,43.9%,30.5%,15.7%,44.6%,39.8%,593993,C,73,225,2018
29,12284,294,15.6%,0.105,0.3,19.5%,57.1%,23.4%,21.3%,56.2%,22.6%,607345,C,76,240,2017
32,1066,199,14.1%,0.112,0.3,20.6%,44.4%,35.0%,25.3%,51.9%,22.8%,217100,SS,71,200,2010
26,5038,294,20.7%,0.157,0.3,22.5%,39.9%,37.6%,11.2%,62.6%,26.2%,518626,3B,73,210,2012
28,9308,86,15.1%,0.115,0.3,19.7%,39.4%,40.9%,15.2%,53.0%,31.8%,572033,C,70,225,2016
38,1101,663,9.2%,0.107,0.3,24.7%,50.9%,24.4%,18.2%,64.0%,17.8%,400085,RF,71,175,2012
27,7007,521,9.8%,0.08,0.3,21.0%,51.1%,27.9%,15.0%,58.4%,26.6%,425877,C,71,205,2010
22,5097,153,24.2%,0.15,0.3,21.9%,52.4%,25.7%,17.1%,54.1%,28.8%,543238,CF,73,190,2013
37,1617,296,20.3%,0.101,0.3,19.1%,51.8%,29.1%,13.1%,55.8%,31.2%,407489,1B,74,235,2014
28,12147,564,19.3%,0.176,0.3,24.4%,40.8%,34.7%,17.2%,43.6%,39.2%,605113,SS,74,195,2018
22,4892,365,14.0%,0.104,0.3,20.4%,38.4%,41.2%,31.6%,46.4%,22.0%,519058,3B,72,225,2011
25,2280,425,19.3%,0.141,0.3,12.5%,42.2%,45.3%,17.9%,51.0%,31.1%,453181,1B,74,215,2010
24,10622,137,35.0%,0.26,0.3,21.5%,39.2%,39.2%,26.6%,41.8%,31.7%,595025,2B,74,210,2014
24,10622,137,35.0%,0.26,0.3,21.5%,39.2%,39.2%,26.6%,41.8%,31.7%,595025,LF,74,210,2014
24,7002,374,26.2%,0.198,0.3,20.2%,40.7%,39.1%,15.4%,47.2%,37.4%,519025,3B,75,220,2013
36,1443,480,15.4%,0.081,0.3,24.4%,42.5%,33.1%,14.9%,58.4%,26.8%,407885,2B,70,190,2013
25,12532,361,14.4%,0.115,0.3,19.9%,46.0%,34.1%,19.9%,54.1%,25.9%,543939,2B,69,185,2016
23,13608,215,22.3%,0.127,0.3,16.3%,61.0%,22.8%,29.0%,51.0%,20.0%,605480,CF,70,180,2016
24,4712,553,9.8%,0.049,0.3,18.6%,66.9%,14.5%,16.5%,65.1%,18.4%,519184,CF,69,175,2012
29,2677,78,17.9%,0.091,0.3,29.6%,46.3%,24.1%,13.0%,61.1%,25.9%,457574,1B,73,200,2015
38,1591,537,12.1%,0.049,0.299,23.7%,56.3%,20.0%,15.6%,70.0%,14.4%,425206,2B,70,175,2012
23,7476,333,21.3%,0.112,0.299,21.5%,43.5%,35.0%,12.5%,49.6%,38.0%,488671,C,71,210,2010
29,5667,272,27.6%,0.149,0.299,24.1%,37.3%,38.6%,18.1%,38.0%,44.0%,519306,RF,76,225,2018
31,9854,69,30.4%,0.148,0.299,12.5%,50.0%,37.5%,12.5%,50.0%,37.5%,519068,1B,72,210,2017
26,13473,392,20.9%,0.171,0.299,18.7%,47.1%,34.2%,20.7%,50.0%,29.3%,596105,LF,72,210,2019
30,1849,399,26.3%,0.149,0.299,18.0%,49.4%,32.7%,17.6%,51.0%,31.4%,430001,2B,72,210,2013
38,1177,498,13.1%,0.166,0.299,22.3%,40.2%,37.5%,18.9%,38.7%,42.4%,405395,1B,75,235,2018
32,5000,303,18.5%,0.19,0.299,18.7%,37.8%,43.6%,25.2%,42.0%,32.7%,519390,C,72,225,2017
28,9253,89,31.5%,0.231,0.299,20.4%,55.1%,24.5%,18.0%,44.0%,38.0%,542979,CF,75,195,2018
28,13836,169,17.2%,0.075,0.299,22.7%,53.8%,23.5%,16.0%,47.9%,36.1%,622110,3B,74,190,2019
27,4611,236,27.1%,0.139,0.299,23.4%,33.3%,43.3%,23.7%,54.7%,21.6%,445095,CF,73,205,2011
23,12927,80,25.0%,0.055,0.299,30.2%,41.5%,28.3%,17.0%,54.7%,28.3%,607043,CF,75,207,2016
29,3118,318,24.8%,0.153,0.299,21.5%,42.1%,36.4%,13.8%,55.7%,30.5%,461882,1B,73,200,2013
29,5254,482,17.8%,0.107,0.299,25.1%,40.6%,34.3%,15.8%,49.7%,34.5%,543257,LF,72,215,2019
30,2234,581,27.4%,0.14,0.299,21.0%,45.2%,33.7%,16.1%,52.5%,31.4%,430637,2B,73,200,2012
31,8385,76,39.5%,0.197,0.299,31.7%,34.1%,34.1%,19.5%,51.2%,29.3%,465753,SS,74,185,2018
24,16451,70,20.0%,0.115,0.299,19.6%,41.3%,39.1%,12.2%,59.2%,28.6%,641645,3B,70,195,2019
26,12723,151,25.2%,0.147,0.299,19.2%,41.4%,39.4%,17.2%,53.5%,29.3%,607385,CF,71,215,2016
33,3353,246,21.5%,0.145,0.299,25.6%,35.3%,39.1%,14.7%,49.7%,35.7%,459964,RF,74,200,2018
24,2802,72,18.1%,0.077,0.299,15.4%,46.2%,38.5%,23.1%,55.8%,21.2%,488810,C,71,215,2011
23,12532,433,16.4%,0.139,0.299,18.9%,47.4%,33.7%,23.7%,50.5%,25.8%,543939,2B,69,185,2014
26,7888,271,22.9%,0.167,0.299,15.8%,48.6%,35.5%,21.6%,47.6%,30.8%,475247,2B,75,205,2013
24,13369,17,47.1%,0,0.299,12.5%,75.0%,12.5%,50.0%,12.5%,37.5%,570481,2B,75,205,2016
31,3708,487,20.9%,0.121,0.299,22.9%,45.0%,32.1%,15.8%,60.5%,23.8%,434658,CF,70,195,2012
25,17766,142,18.3%,0.143,0.299,14.1%,48.5%,37.4%,21.8%,43.6%,34.7%,621466,RF,72,230,2019
23,11997,179,24.0%,0.154,0.299,21.0%,43.7%,35.3%,13.3%,56.7%,30.0%,605125,3B,73,205,2013
34,1617,440,20.0%,0.127,0.299,18.6%,46.1%,35.3%,17.9%,52.6%,29.6%,407489,1B,74,235,2011
24,8392,375,17.3%,0.089,0.299,19.6%,46.9%,33.5%,21.2%,58.4%,20.4%,518614,2B,70,190,2011
27,6547,555,16.0%,0.132,0.299,20.1%,47.6%,32.3%,20.8%,53.9%,25.3%,474568,SS,75,210,2014
29,2530,532,13.9%,0.114,0.299,22.5%,44.1%,33.3%,18.2%,49.5%,32.3%,475174,1B,73,230,2016
